@relation activity_recognition_labeled

@attribute "UNIQUE_ID" numeric
@attribute "user" {"33" , "17", "29", "13" , "20" , "27" , "6" , "15" , "32" , "36"} 
@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "X5" numeric
@attribute "X6" numeric
@attribute "X7" numeric
@attribute "X8" numeric
@attribute "X9" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Y5" numeric
@attribute "Y6" numeric
@attribute "Y7" numeric
@attribute "Y8" numeric
@attribute "Y9" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "Z5" numeric
@attribute "Z6" numeric
@attribute "Z7" numeric
@attribute "Z8" numeric
@attribute "Z9" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "YPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "XABSOLDEV" numeric
@attribute "YABSOLDEV" numeric
@attribute "ZABSOLDEV" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing" }

@data
447,36,0.13,0.12,0.11,0.12,0.12,0.07,0.1,0.09,0.1,0.06,0.1,0.1,0.11,0.08,0.13,0.11,0.07,0.13,0.09,0.1,0.11,0.12,0.16,0.15,0.11,0.11,0.04,0.07,0.06,0.1,0,9.8,0.09,2350,1028.57,2033.33,2.1,2.85,2.07,2.55,3.43,2.55,10.51,Walking
448,36,0.11,0.1,0.15,0.09,0.09,0.1,0.1,0.12,0.1,0.06,0.14,0.07,0.12,0.1,0.06,0.09,0.09,0.13,0.09,0.14,0.12,0.12,0.14,0.08,0.11,0.11,0.09,0.09,0.07,0.1,0,9.97,0.27,2033.33,977.78,2050,1.99,3.28,2.25,2.43,3.89,2.43,10.74,Walking
449,36,0.15,0.07,0.13,0.09,0.07,0.1,0.14,0.11,0.09,0.09,0.13,0.11,0.1,0.1,0.05,0.1,0.1,0.09,0.12,0.13,0.14,0.16,0.11,0.09,0.1,0.11,0.06,0.09,0.06,0.11,0,9.93,0.16,2900,2383.33,2383.33,2.01,3.32,2.34,2.48,3.9,2.48,10.74,Walking
450,36,0.13,0.09,0.1,0.11,0.11,0.08,0.11,0.14,0.11,0.06,0.12,0.09,0.11,0.13,0.06,0.08,0.11,0.1,0.11,0.12,0.12,0.15,0.11,0.1,0.08,0.1,0.09,0.1,0.06,0.12,0,9.86,0.34,1225,2575,1358.33,1.94,3.26,2.35,2.4,3.85,2.4,10.63,Walking
451,36,0.12,0.11,0.12,0.09,0.1,0.1,0.1,0.06,0.1,0.12,0.1,0.13,0.1,0.09,0.1,0.09,0.08,0.12,0.09,0.12,0.12,0.14,0.08,0.1,0.11,0.08,0.08,0.1,0.11,0.11,0,9.93,0.35,2350,1583.33,1500,2.11,3.21,2.45,2.54,3.84,2.54,10.82,Walking
452,36,0.11,0.11,0.1,0.11,0.11,0.1,0.09,0.1,0.12,0.09,0.11,0.12,0.08,0.11,0.08,0.11,0.07,0.11,0.11,0.1,0.13,0.13,0.1,0.11,0.1,0.09,0.09,0.08,0.1,0.08,0,9.98,0.19,3050,1110,1550,2.01,3.19,2.25,2.41,3.83,2.41,10.74,Walking
453,36,0.13,0.1,0.11,0.1,0.1,0.09,0.06,0.14,0.12,0.08,0.11,0.11,0.1,0.1,0.1,0.06,0.1,0.09,0.12,0.13,0.11,0.14,0.15,0.08,0.11,0.09,0.07,0.1,0.06,0.11,0,9.88,0.34,3100,1342.86,2087.5,2.03,3.21,2.24,2.45,3.79,2.45,10.62,Walking
454,36,0.13,0.1,0.1,0.09,0.1,0.1,0.09,0.11,0.09,0.1,0.12,0.07,0.09,0.13,0.09,0.09,0.12,0.08,0.1,0.13,0.1,0.13,0.12,0.09,0.09,0.1,0.08,0.13,0.05,0.13,0,9.95,0.48,4250,1766.67,4250,2.11,3.09,2.36,2.59,3.71,2.59,10.79,Walking
455,36,0.11,0.12,0.12,0.09,0.11,0.09,0.13,0.06,0.09,0.1,0.09,0.1,0.13,0.11,0.09,0.07,0.15,0.1,0.08,0.11,0.1,0.1,0.06,0.13,0.17,0.12,0.06,0.08,0.1,0.11,0,9.92,0.43,975,1600,3200,2.13,2.93,2.19,2.54,3.5,2.54,10.7,Walking
456,36,0.05,0.12,0.14,0.15,0.11,0.09,0.08,0.1,0.12,0.07,0.07,0.12,0.1,0.13,0.1,0.11,0.13,0.1,0.07,0.1,0.08,0.1,0.08,0.15,0.13,0.08,0.11,0.1,0.08,0.11,0,9.86,0.49,2933.33,1100,1083.33,1.91,2.7,2.11,2.27,3.24,2.27,10.56,Walking
457,36,0.08,0.12,0.14,0.14,0.1,0.1,0.07,0.09,0.1,0.09,0.11,0.07,0.15,0.06,0.14,0.07,0.11,0.11,0.1,0.11,0.1,0.07,0.1,0.08,0.16,0.12,0.12,0.09,0.07,0.12,0,9.86,0.65,1433.33,1783.33,2150,2.07,2.96,2.21,2.52,3.53,2.52,10.62,Walking
458,36,0.11,0.12,0.08,0.13,0.08,0.1,0.08,0.11,0.11,0.11,0.12,0.09,0.12,0.09,0.11,0.08,0.08,0.12,0.09,0.11,0.1,0.14,0.1,0.09,0.1,0.08,0.13,0.09,0.1,0.11,0,9.77,0.49,1625,2150,2516.67,2.06,3.1,2.28,2.52,3.67,2.52,10.57,Walking
459,36,0.1,0.11,0.13,0.11,0.09,0.09,0.1,0.06,0.09,0.14,0.1,0.12,0.08,0.09,0.09,0.09,0.11,0.12,0.13,0.09,0.1,0.08,0.1,0.12,0.13,0.12,0.06,0.11,0.09,0.11,0,9.98,0.56,2150,1600,2166.67,2.17,2.98,2.4,2.58,3.48,2.58,10.85,Walking
460,36,0.12,0.1,0.07,0.11,0.09,0.12,0.07,0.1,0.14,0.11,0.12,0.11,0.11,0.08,0.08,0.1,0.13,0.08,0.1,0.13,0.1,0.11,0.1,0.09,0.08,0.11,0.1,0.13,0.09,0.12,0,9.83,0.6,1308.33,1241.67,2650,2.05,3.21,2.36,2.49,3.79,2.49,10.64,Walking
461,36,0.15,0.05,0.04,0.14,0.07,0.11,0.13,0.11,0.1,0.11,0.12,0.1,0.11,0.09,0.08,0.08,0.07,0.17,0.09,0.1,0.11,0.11,0.14,0.05,0.12,0.11,0.08,0.11,0.09,0.1,0,9.82,0.33,1925,2466.67,3150,1.94,3.14,2.17,2.42,3.68,2.42,10.56,Walking
462,36,0.09,0.09,0.08,0.11,0.1,0.11,0.13,0.1,0.09,0.13,0.12,0.1,0.11,0.07,0.1,0.1,0.09,0.11,0.11,0.12,0.1,0.09,0.14,0.09,0.08,0.11,0.1,0.12,0.08,0.12,0,9.98,0.55,1775,1470,2625,1.95,3.18,2.32,2.4,3.83,2.4,10.79,Walking
463,36,0.12,0.07,0.08,0.11,0.08,0.13,0.11,0.08,0.11,0.13,0.09,0.11,0.14,0.06,0.1,0.1,0.1,0.11,0.09,0.12,0.11,0.09,0.11,0.1,0.09,0.11,0.1,0.1,0.11,0.12,0,9.9,0.61,4025,1912.5,1362.5,2.06,3.02,2.38,2.51,3.6,2.51,10.72,Walking
464,36,0.11,0.09,0.08,0.1,0.11,0.13,0.07,0.09,0.11,0.13,0.1,0.11,0.09,0.09,0.1,0.09,0.12,0.1,0.09,0.13,0.1,0.1,0.09,0.1,0.1,0.12,0.11,0.1,0.11,0.1,0,9.9,0.5,2550,779.17,1750,2.1,3.02,2.23,2.57,3.56,2.57,10.72,Walking
465,36,0.1,0.1,0.09,0.1,0.07,0.11,0.11,0.14,0.07,0.12,0.1,0.1,0.09,0.13,0.09,0.1,0.12,0.09,0.1,0.11,0.1,0.1,0.12,0.08,0.11,0.08,0.11,0.14,0.08,0.11,0,9.95,0.52,2325,1783.33,2125,2,2.92,2.26,2.46,3.55,2.46,10.74,Walking
466,36,0.08,0.1,0.11,0.12,0.09,0.09,0.1,0.12,0.14,0.08,0.1,0.12,0.09,0.09,0.1,0.09,0.13,0.12,0.08,0.1,0.1,0.08,0.09,0.11,0.12,0.12,0.1,0.1,0.1,0.09,0,9.84,0.66,2533.33,1087.5,3800,1.95,2.99,2.36,2.38,3.59,2.38,10.67,Walking
467,36,0.06,0.15,0.1,0.09,0.09,0.12,0.08,0.12,0.11,0.11,0.08,0.11,0.09,0.11,0.12,0.14,0.11,0.07,0.11,0.09,0.09,0.09,0.07,0.1,0.06,0.17,0.12,0.11,0.12,0.1,0,9.89,0.64,2825,1840,1712.5,2,2.71,2.17,2.46,3.28,2.46,10.66,Walking
468,36,0.08,0.13,0.07,0.09,0.13,0.12,0.13,0.09,0.07,0.11,0.07,0.12,0.08,0.09,0.14,0.13,0.1,0.11,0.11,0.08,0.08,0.08,0.11,0.09,0.1,0.09,0.12,0.14,0.15,0.06,0,9.87,0.64,1933.33,481.58,1975,1.97,2.65,2.05,2.4,3.21,2.4,10.56,Walking
469,36,0.1,0.08,0.13,0.07,0.09,0.11,0.11,0.09,0.12,0.12,0.09,0.09,0.1,0.12,0.1,0.09,0.11,0.12,0.11,0.1,0.1,0.09,0.08,0.08,0.11,0.12,0.12,0.13,0.12,0.08,0,9.91,0.63,3300,625,1650,2.02,2.86,2.13,2.45,3.36,2.45,10.65,Walking
470,36,0.09,0.13,0.08,0.1,0.09,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.12,0.1,0.11,0.11,0.08,0.1,0.1,0.08,0.11,0.07,0.08,0.09,0.13,0.1,0.12,0.15,0.1,0,9.82,0.76,1725,3950,1975,1.96,2.82,2.23,2.4,3.41,2.4,10.59,Walking
471,36,0.09,0.12,0.1,0.08,0.08,0.09,0.13,0.13,0.11,0.1,0.09,0.12,0.11,0.09,0.1,0.13,0.09,0.09,0.09,0.1,0.06,0.1,0.08,0.11,0.09,0.13,0.08,0.14,0.14,0.08,0,9.81,0.66,1750,1516.67,2250,1.95,2.85,2.12,2.45,3.38,2.45,10.53,Walking
472,36,0.09,0.12,0.12,0.09,0.08,0.09,0.15,0.13,0.03,0.11,0.13,0.09,0.07,0.1,0.1,0.1,0.14,0.09,0.11,0.1,0.1,0.07,0.08,0.09,0.1,0.08,0.09,0.17,0.17,0.06,0,9.84,0.78,3350,2250,1516.67,2.12,3.01,2.26,2.7,3.59,2.7,10.74,Walking
473,36,0.09,0.09,0.12,0.08,0.09,0.1,0.13,0.08,0.12,0.12,0.11,0.1,0.1,0.11,0.07,0.1,0.11,0.09,0.11,0.11,0.09,0.08,0.08,0.08,0.13,0.14,0.12,0.08,0.13,0.1,0,9.84,0.69,2437.5,770.83,2900,2,2.99,2.17,2.52,3.5,2.52,10.6,Walking
474,36,0.1,0.1,0.08,0.12,0.12,0.1,0.11,0.07,0.1,0.12,0.08,0.09,0.1,0.12,0.15,0.1,0.09,0.09,0.11,0.09,0.09,0.06,0.11,0.1,0.12,0.1,0.11,0.12,0.1,0.11,0,9.87,0.66,2225,977.78,3825,2.09,2.76,2.17,2.57,3.34,2.57,10.66,Walking
475,36,0.1,0.07,0.09,0.08,0.13,0.17,0.08,0.12,0.07,0.12,0.1,0.07,0.1,0.13,0.11,0.1,0.1,0.11,0.15,0.06,0.1,0.08,0.12,0.06,0.14,0.09,0.11,0.11,0.11,0.11,0,9.86,0.6,1512.5,1112.5,2966.67,1.88,2.74,2.24,2.31,3.26,2.31,10.61,Walking
476,36,0.06,0.11,0.09,0.07,0.1,0.15,0.15,0.11,0.08,0.1,0.04,0.1,0.09,0.15,0.14,0.15,0.09,0.12,0.09,0.06,0.07,0.1,0.07,0.06,0.13,0.12,0.14,0.1,0.15,0.08,0,9.88,0.69,1725,2050,1150,1.76,2.36,2,2.18,2.86,2.18,10.52,Walking
477,36,0.04,0.06,0.06,0.07,0.05,0.05,0.08,0.09,0.07,0.08,0.02,0.07,0.08,0.09,0.12,0.1,0.05,0.04,0.06,0.01,0.08,0.04,0.06,0.03,0.04,0.04,0.1,0.07,0.11,0.08,0,5.98,0.63,1225,413.64,1125,1.18,2.3,1.59,2.32,4.31,2.32,6.55,Walking
478,36,0.1,0.07,0.09,0.07,0.11,0.1,0.08,0.1,0.18,0.13,0.13,0.12,0.09,0.1,0.07,0.05,0.09,0.09,0.12,0.1,0.2,0.15,0.11,0.05,0.07,0.05,0.03,0.13,0.14,0.1,0,8.58,0.36,1025,555.88,908.33,4.74,7.19,4.9,5.94,8.59,5.94,13.48,Jogging
479,36,0.08,0.07,0.08,0.07,0.1,0.1,0.09,0.17,0.13,0.14,0.14,0.09,0.1,0.07,0.09,0.09,0.09,0.12,0.06,0.12,0.15,0.18,0.09,0.1,0.05,0.04,0.06,0.07,0.13,0.15,0,8.47,0.71,2650,471.05,1900,4.18,6.63,4.71,5.29,7.99,5.29,12.75,Jogging
480,36,0.07,0.05,0.09,0.05,0.11,0.12,0.11,0.13,0.12,0.17,0.12,0.12,0.08,0.1,0.11,0.04,0.1,0.11,0.12,0.08,0.15,0.1,0.12,0.13,0.07,0.09,0.05,0.12,0.1,0.11,0,8.5,0.73,2250,596.88,1700,4.26,6.42,4.18,5.36,7.74,5.36,12.48,Jogging
481,36,0.1,0.07,0.04,0.09,0.12,0.06,0.12,0.13,0.17,0.14,0.12,0.08,0.12,0.06,0.08,0.07,0.13,0.1,0.11,0.12,0.14,0.14,0.1,0.09,0.08,0.06,0.06,0.11,0.12,0.12,0,8.94,1.03,2200,538.24,1887.5,4.42,6.58,4.46,5.57,7.88,5.57,13.09,Jogging
482,36,0.07,0.07,0.07,0.09,0.09,0.15,0.1,0.1,0.16,0.13,0.12,0.09,0.08,0.09,0.07,0.12,0.07,0.13,0.13,0.1,0.16,0.12,0.11,0.11,0.08,0.06,0.09,0.09,0.1,0.11,0,8.78,0.73,3750,584.38,1966.67,4.21,6.53,4.33,5.28,7.9,5.28,12.83,Jogging
483,36,0.06,0.12,0.07,0.1,0.1,0.09,0.09,0.12,0.08,0.21,0.14,0.1,0.1,0.08,0.06,0.08,0.1,0.11,0.09,0.14,0.12,0.13,0.12,0.12,0.07,0.04,0.09,0.06,0.15,0.11,0,8.45,0.99,2316.67,492.5,1875,4.7,6.79,4.37,5.65,8.11,5.65,12.83,Jogging
484,36,0.08,0.08,0.08,0.08,0.12,0.1,0.09,0.09,0.11,0.17,0.13,0.09,0.11,0.07,0.07,0.12,0.1,0.12,0.08,0.12,0.12,0.12,0.14,0.09,0.07,0.04,0.09,0.1,0.13,0.12,0,8.58,1.2,1616.67,457.14,2300,4.85,6.37,4.32,5.9,7.69,5.9,12.74,Jogging
485,36,0.1,0.06,0.07,0.09,0.09,0.1,0.13,0.08,0.13,0.18,0.15,0.1,0.07,0.05,0.11,0.09,0.07,0.12,0.15,0.09,0.13,0.11,0.16,0.09,0.1,0.05,0.07,0.09,0.1,0.14,0,8.57,0.95,1550,570.59,1433.33,4.67,6.66,4.34,5.79,8.04,5.79,12.97,Jogging
486,36,0.1,0.08,0.1,0.08,0.1,0.1,0.1,0.06,0.1,0.2,0.15,0.09,0.1,0.08,0.06,0.09,0.12,0.09,0.11,0.1,0.14,0.12,0.16,0.05,0.07,0.06,0.08,0.08,0.11,0.16,0,8.23,1.05,3175,476.32,1775,5.08,6.83,4.62,6.09,8.15,6.09,13.08,Jogging
487,36,0.07,0.13,0.09,0.08,0.09,0.16,0.06,0.07,0.1,0.18,0.12,0.14,0.1,0.06,0.09,0.08,0.11,0.08,0.13,0.12,0.13,0.08,0.1,0.1,0.12,0.06,0.11,0.13,0.09,0.11,0,8.19,1.25,3775,455,1500,5.09,6.77,3.89,6.02,8.06,6.02,12.59,Jogging
488,36,0.11,0.12,0.11,0.08,0.12,0.04,0.11,0.09,0.15,0.1,0.12,0.14,0.09,0.07,0.09,0.09,0.12,0.06,0.14,0.07,0.14,0.11,0.08,0.09,0.08,0.11,0.12,0.08,0.12,0.09,0,7.93,1.02,1666.67,603.33,3350,4.95,6.66,3.93,5.99,7.93,5.99,12.38,Jogging
489,36,0.11,0.14,0.1,0.08,0.12,0.09,0.11,0.12,0.08,0.08,0.1,0.13,0.08,0.11,0.08,0.14,0.09,0.1,0.08,0.09,0.1,0.1,0.1,0.08,0.1,0.1,0.11,0.15,0.12,0.08,0,8.22,1.28,4200,603.33,937.5,4.74,5.94,3.62,5.79,7.3,5.79,12.09,Jogging
490,36,0.12,0.11,0.15,0.08,0.08,0.11,0.06,0.1,0.11,0.12,0.1,0.15,0.12,0.06,0.08,0.09,0.11,0.11,0.11,0.09,0.07,0.1,0.12,0.1,0.11,0.1,0.1,0.13,0.11,0.08,0,8.21,1.39,2725,669.23,2175,5.02,6.35,3.48,5.97,7.65,5.97,12.26,Jogging
491,36,0.13,0.08,0.15,0.09,0.09,0.13,0.07,0.09,0.09,0.11,0.12,0.13,0.06,0.07,0.11,0.1,0.15,0.08,0.11,0.1,0.08,0.09,0.09,0.13,0.12,0.08,0.1,0.12,0.12,0.09,0,8.38,1.45,4075,500,1950,4.98,6.09,3.66,5.92,7.44,5.92,12.35,Jogging
492,36,0.13,0.1,0.12,0.13,0.1,0.07,0.07,0.1,0.1,0.11,0.15,0.08,0.1,0.08,0.11,0.09,0.11,0.09,0.11,0.08,0.11,0.1,0.08,0.13,0.08,0.06,0.1,0.15,0.1,0.1,0,8.15,1.38,1575,590.63,1175,5.15,6.35,4.19,6.16,7.79,6.16,12.79,Jogging
493,36,0.16,0.14,0.07,0.08,0.1,0.07,0.07,0.09,0.13,0.12,0.15,0.09,0.08,0.06,0.08,0.11,0.15,0.08,0.14,0.06,0.09,0.17,0.12,0.07,0.07,0.07,0.1,0.09,0.14,0.11,0,8.13,1.24,3450,646.43,1150,5.4,6.53,4.23,6.49,7.94,6.49,12.98,Jogging
494,36,0.12,0.14,0.1,0.12,0.08,0.08,0.09,0.1,0.07,0.12,0.12,0.09,0.1,0.07,0.1,0.13,0.1,0.11,0.1,0.07,0.12,0.11,0.07,0.09,0.07,0.1,0.12,0.12,0.14,0.09,0,8.37,1.33,3400,646.43,1750,5.22,6.07,3.87,6.25,7.56,6.25,12.7,Jogging
495,36,0.14,0.11,0.1,0.1,0.08,0.08,0.07,0.08,0.14,0.11,0.1,0.15,0.11,0.09,0.1,0.08,0.09,0.1,0.13,0.06,0.08,0.12,0.07,0.13,0.06,0.11,0.12,0.15,0.1,0.08,0,7.87,1.27,1100,692.31,1500,5.26,6.3,3.6,6.28,7.6,6.28,12.2,Jogging
496,36,0.11,0.11,0.09,0.11,0.12,0.08,0.06,0.11,0.12,0.11,0.11,0.12,0.11,0.1,0.13,0.1,0.07,0.06,0.14,0.07,0.07,0.11,0.09,0.09,0.11,0.1,0.14,0.14,0.1,0.07,0,7.98,1.29,675,667.86,4325,4.82,5.94,3.29,5.8,7.27,5.8,11.69,Jogging
497,36,0.04,0.13,0.1,0.11,0.13,0.13,0.1,0.12,0.1,0.06,0.03,0.13,0.12,0.13,0.11,0.13,0.12,0.09,0.12,0.04,0.06,0.08,0.09,0.15,0.12,0.14,0.13,0.12,0.07,0.06,0,8.73,1.03,1300,977.78,2325,4.08,4.81,2.98,4.93,5.88,4.93,11.07,Jogging
498,36,0.03,0.06,0.12,0.15,0.12,0.14,0.18,0.13,0.09,0.01,0.02,0.06,0.13,0.16,0.13,0.13,0.14,0.13,0.1,0.02,0.04,0.05,0.09,0.13,0.24,0.13,0.13,0.07,0.03,0.11,0,9.27,1.26,4050,2800,3183.33,3.38,3.83,2.71,4.32,4.73,4.32,10.94,Jogging
499,36,0.12,0.14,0.11,0.08,0.09,0.07,0.1,0.11,0.1,0.1,0.13,0.13,0.06,0.07,0.08,0.1,0.13,0.12,0.1,0.09,0.1,0.14,0.12,0.1,0.09,0.07,0.05,0.1,0.17,0.09,0,8.29,1.23,1925,636.67,1125,4.97,6.59,4.14,6.1,7.98,6.1,12.87,Jogging
500,36,0.12,0.12,0.11,0.14,0.06,0.07,0.1,0.11,0.08,0.11,0.12,0.1,0.1,0.05,0.13,0.1,0.11,0.1,0.1,0.11,0.12,0.09,0.1,0.15,0.06,0.06,0.08,0.17,0.12,0.08,0,8.38,1.23,2725,613.33,1230,5.14,6.23,4.01,6.23,7.63,6.23,12.68,Jogging
501,36,0.13,0.1,0.08,0.18,0.08,0.08,0.1,0.08,0.11,0.09,0.11,0.12,0.07,0.12,0.11,0.07,0.12,0.08,0.11,0.1,0.1,0.09,0.11,0.11,0.09,0.09,0.07,0.13,0.14,0.08,0,8.22,1.25,4100,532.35,1833.33,5.02,6.24,3.73,6.04,7.62,6.04,12.38,Jogging
502,36,0.11,0.15,0.09,0.09,0.13,0.09,0.08,0.06,0.13,0.11,0.14,0.09,0.13,0.08,0.08,0.07,0.11,0.08,0.1,0.11,0.12,0.05,0.13,0.12,0.05,0.09,0.13,0.14,0.11,0.09,0,8.22,1.29,1775,535.29,2200,5.03,6.62,3.74,5.94,7.94,5.94,12.38,Jogging
503,36,0.08,0.12,0.12,0.09,0.1,0.12,0.1,0.1,0.1,0.1,0.1,0.13,0.12,0.1,0.1,0.09,0.08,0.05,0.11,0.11,0.09,0.13,0.08,0.07,0.1,0.11,0.14,0.14,0.08,0.09,0,8.37,1.35,800,523.53,2166.67,4.6,6.3,3.54,5.64,7.58,5.64,11.91,Jogging
504,36,0.11,0.1,0.16,0.1,0.06,0.1,0.1,0.08,0.11,0.1,0.13,0.1,0.08,0.11,0.11,0.06,0.1,0.11,0.11,0.08,0.12,0.08,0.1,0.07,0.1,0.11,0.14,0.09,0.11,0.11,0,8.21,1.34,2816.67,567.65,3025,4.89,6.4,3.81,5.91,7.9,5.91,12.54,Jogging
505,36,0.11,0.12,0.13,0.09,0.08,0.1,0.05,0.12,0.11,0.11,0.12,0.13,0.1,0.11,0.08,0.08,0.1,0.09,0.12,0.06,0.1,0.07,0.08,0.14,0.1,0.08,0.16,0.14,0.1,0.08,0,8.27,1.37,4250,612.5,1716.67,4.86,6.32,3.47,5.81,7.64,5.81,12.16,Jogging
506,36,0.11,0.08,0.09,0.09,0.11,0.1,0.13,0.13,0.09,0.11,0.11,0.09,0.09,0.13,0.08,0.11,0.06,0.11,0.12,0.09,0.17,0.12,0.09,0.09,0.07,0.07,0.09,0.12,0.12,0.09,0,8.83,0.72,2416.67,540.63,1150,4.4,6.13,4.14,5.48,7.46,5.48,12.52,Jogging
507,36,0.09,0.09,0.11,0.09,0.09,0.09,0.1,0.09,0.13,0.14,0.13,0.11,0.12,0.08,0.04,0.12,0.07,0.07,0.13,0.11,0.17,0.1,0.12,0.09,0.07,0.06,0.1,0.08,0.09,0.14,0,8.38,0.66,1025,478.95,1262.5,4.67,6.94,4.64,5.72,8.33,5.72,13.02,Jogging
508,36,0.09,0.08,0.12,0.08,0.14,0.09,0.11,0.12,0.08,0.11,0.12,0.12,0.1,0.1,0.07,0.11,0.09,0.11,0.07,0.13,0.17,0.08,0.1,0.1,0.08,0.08,0.08,0.12,0.11,0.11,0,8.22,0.92,2425,529.41,1925,4.44,6.52,4.22,5.44,7.87,5.44,12.41,Jogging
509,36,0.1,0.09,0.13,0.14,0.11,0.08,0.06,0.1,0.09,0.11,0.09,0.14,0.08,0.08,0.12,0.09,0.08,0.1,0.14,0.1,0.11,0.07,0.12,0.12,0.09,0.06,0.12,0.11,0.13,0.08,0,8.74,1.12,4375,758.33,1183.33,4.9,6.06,3.65,5.79,7.31,5.79,12.27,Jogging
510,36,0.1,0.12,0.08,0.12,0.1,0.09,0.08,0.1,0.16,0.07,0.11,0.1,0.1,0.09,0.16,0.08,0.03,0.07,0.14,0.12,0.09,0.15,0.08,0.11,0.07,0.09,0.1,0.19,0.09,0.06,0,8.59,0.96,275,632.14,1500,4.67,6.06,3.57,5.7,7.43,5.7,12.2,Jogging
511,36,0.09,0.14,0.15,0.11,0.04,0.12,0.1,0.09,0.08,0.11,0.07,0.13,0.11,0.09,0.1,0.1,0.14,0.05,0.13,0.08,0.08,0.13,0.06,0.13,0.13,0.12,0.12,0.06,0.11,0.09,0,8.56,1.02,1875,716.67,2600,4.92,5.73,3.42,5.87,7.03,5.87,12.01,Jogging
512,36,0,0.08,0.12,0.13,0.21,0.16,0.18,0.1,0.04,0,0,0.02,0.17,0.15,0.14,0.16,0.13,0.17,0.07,0,0.03,0.05,0.14,0.09,0.26,0.19,0.1,0.03,0.04,0.09,0,9.38,1.01,1800,1168.75,1550,3.37,3.39,2.42,4.1,4.04,4.1,10.78,Jogging
513,36,0.01,0.07,0.08,0.13,0.19,0.2,0.19,0.13,0.02,0.01,0,0.01,0.15,0.19,0.15,0.12,0.16,0.14,0.1,0,0.02,0.06,0.1,0.12,0.23,0.23,0.11,0.02,0.03,0.1,0,9.4,1.15,1150,768.18,1600,3.03,3.38,2.37,3.84,4,3.84,10.68,Jogging
514,36,0.09,0.1,0.11,0.12,0.09,0.13,0.13,0.08,0.09,0.08,0.05,0.1,0.13,0.14,0.12,0.1,0.11,0.12,0.08,0.03,0.05,0.1,0.08,0.12,0.18,0.15,0.14,0.06,0.06,0.09,0,8.53,1.01,725,561.11,1916.67,4.46,5,2.87,5.54,6.34,5.54,11.46,Jogging
515,36,0.17,0.12,0.08,0.09,0.09,0.06,0.09,0.07,0.15,0.1,0.13,0.12,0.09,0.09,0.09,0.1,0.08,0.1,0.11,0.09,0.15,0.1,0.1,0.1,0.09,0.09,0.07,0.08,0.12,0.12,0,7.9,1,1333.33,568.75,3600,5.4,6.74,4.32,6.45,8.18,6.45,12.8,Jogging
516,36,0.17,0.1,0.1,0.1,0.07,0.09,0.08,0.12,0.09,0.1,0.12,0.11,0.07,0.14,0.1,0.08,0.07,0.07,0.12,0.12,0.13,0.05,0.09,0.1,0.12,0.12,0.11,0.1,0.1,0.1,0,8.42,1.24,2425,433.33,1687.5,5.11,6.4,3.77,6.19,7.84,6.19,12.72,Jogging
517,36,0.15,0.11,0.1,0.1,0.09,0.07,0.09,0.11,0.12,0.09,0.12,0.09,0.08,0.11,0.1,0.08,0.05,0.11,0.13,0.12,0.13,0.08,0.12,0.11,0.1,0.08,0.09,0.11,0.1,0.12,0,8.73,1.16,3925,609.38,950,4.97,6.45,4.02,6.1,7.81,6.1,12.95,Jogging
518,36,0.15,0.12,0.1,0.08,0.1,0.07,0.11,0.1,0.11,0.1,0.11,0.15,0.11,0.09,0.07,0.07,0.12,0.12,0.06,0.1,0.11,0.11,0.13,0.12,0.06,0.07,0.11,0.11,0.08,0.12,0,7.67,1.02,2416.67,586.67,1287.5,5.16,6.58,3.94,6.27,7.84,6.27,12.24,Jogging
519,36,0.17,0.12,0.07,0.1,0.05,0.07,0.09,0.08,0.13,0.15,0.11,0.14,0.1,0.08,0.1,0.08,0.08,0.11,0.11,0.1,0.09,0.14,0.09,0.1,0.11,0.07,0.09,0.11,0.1,0.13,0,7.97,1.15,2175,725,3150,5.46,6.51,3.99,6.59,7.89,6.59,12.68,Jogging
520,36,0.1,0.13,0.11,0.1,0.1,0.08,0.1,0.14,0.08,0.1,0.09,0.11,0.09,0.11,0.12,0.14,0.1,0.12,0.07,0.06,0.08,0.13,0.12,0.09,0.1,0.09,0.12,0.09,0.12,0.08,0,8.3,1.03,3600,885.71,4075,4.85,5.37,3.68,5.91,6.79,5.91,11.88,Jogging
